49.234947,-123.027254,N
49.275858,-123.024141,N
49.285554,-123.142392,N
49.26098,-123.184759,N
49.278811,-123.106194,N
49.277951,-123.103575,N
49.262128,-123.155318,Y
49.248679,-123.157991,N
49.285919,-123.120939,N
49.245614,-123.175342,N
49.255191,-123.050071,Y
49.215521,-123.056107,N
49.24745,-123.066226,N
49.290415,-123.050483,Y
49.2846537,-123.101821,N
49.256926,-123.172514,N
49.249585,-123.191688,N
49.268012,-123.125901,N
49.264372,-123.083134,N
49.261644,-123.079061,N
49.256746,-123.073107,N
49.270699,-123.050137,Y
49.271281,-123.051686,N
49.289871,-123.125385,N
49.236946,-123.03638,N
49.231825,-123.113005,N
49.262869,-123.159336,N
49.2617676,-123.16143,N
49.2738086,-123.113057,N
49.272798,-123.114649,N
49.27426353,-123.1030091,N
49.271632,-123.12572,Y
49.272394,-123.123289,N
49.294985,-123.136001,N
49.251936,-123.122502,N
49.253089,-123.122317,N
49.205406,-123.132849,Y
49.233484,-123.163401,N
49.276991,-123.123796,N
49.2765359,-123.124282,N
49.287419,-123.142573,Y
49.286027,-123.143035,N
49.2789007,-123.137935,N
49.254842,-123.029979,N
49.20642,-123.150808,N
49.20713,-123.149337,N
49.2082106,-123.045695,N
49.2112962,-123.042283,N
49.2139347,-123.051533,N
49.2123921,-123.051395,N
49.268389,-123.058428,N
49.236498,-123.031411,N
49.212417,-123.093602,N
49.271802,-123.129793,Y
49.27374203,-123.0698672,N
49.27357201,-123.0708105,N
49.2671275,-123.137756,N
49.240977,-123.084994,Y
49.26422,-123.095575,N
49.290001,-123.121694,N
49.291228,-123.12327,Y
49.290539,-123.12318,N
49.280369,-123.040624,N
49.280379,-123.038221,N
49.283144,-123.042959,N
49.28370822,-123.0333906,N
49.28267652,-123.0332585,N
49.282563,-123.034264,N
49.28289204,-123.0345006,Y
49.28173595,-123.0343871,N
49.2456626,-123.106969,N
49.24454044,-123.1063752,N
49.2719084,-123.191736,N
49.253929,-123.061986,N
49.264164,-123.107514,N
49.263954,-123.045152,N
49.238138,-123.07429,N
49.233331,-123.1572,N
49.229195,-123.045343,Y
49.227059,-123.041882,N
49.247325,-123.074579,N
49.276739,-123.151743,N
49.27468145,-123.1532014,N
49.2743766,-123.1538197,Y
49.2194057,-123.106335,N
49.2230752,-123.116336,N
49.2237851,-123.112543,N
49.21816719,-123.1117212,Y
49.274969,-123.207164,N
49.22997,-123.098511,N
49.2788422,-123.089442,N
49.2615753,-123.107009,N
49.22318,-123.159702,N
49.223507,-123.160831,N
49.205624,-123.138958,N
49.267923,-123.180134,N
49.2203778,-123.170895,N
49.2209551,-123.167863,N
49.2205907,-123.169628,N
49.22063286,-123.1707399,N
49.236424,-123.029107,Y
49.23152293,-123.0847723,N
49.23134082,-123.0869223,N
49.243358,-123.187296,N
49.2153386,-123.0872,Y
49.214828,-123.084599,N
49.287429,-123.142264,N
49.273192,-123.074217,Y
49.256865,-123.106446,N
49.228277,-123.05692,N
49.282838,-123.129981,N
49.289268,-123.036666,N
49.289431,-123.038691,N
49.28959,-123.035531,N
49.238173,-123.050828,N
49.216882,-123.128155,Y
49.216585,-123.127387,N
49.216607,-123.129122,N
49.282901,-123.094057,N
49.28231322,-123.0574061,N
49.27223641,-123.1094286,N
49.2710507,-123.110206,N
49.2816629,-123.104505,N
49.23742,-123.105621,N
49.242275,-123.113543,N
49.239167,-123.111542,Y
49.24462,-123.148828,N
49.25211,-123.042086,N
49.24258273,-123.1048072,N
49.205755,-123.051817,N
49.205739,-123.050981,Y
49.257792,-123.091912,N
49.216947,-123.082635,N
49.216811,-123.082434,N
49.27112,-123.033079,Y
49.270148,-123.030627,N
49.273071,-123.030636,N
49.27099,-123.146205,N
49.2720769,-123.1057538,N
49.21959786,-123.1414913,N
49.25825427,-123.049751,N
49.244294,-123.048373,N
49.277484,-123.222396,N
49.29103356,-123.1453797,N
49.29906298,-123.1242914,N
49.29964942,-123.1261535,N
49.30076903,-123.117131,N
