49.29364531,-123.1487216,Y
49.29252452,-123.1446767,N
49.291473,-123.1469044,N
49.2995278,-123.1213001,N
49.303,-123.130695,Y
49.299024,-123.1341595,N
49.31338243,-123.1424526,N
49.31061794,-123.1482033,Y
49.31238769,-123.1427305,N
49.293007,-123.146487,N
49.29487899,-123.1500274,N
49.2954672,-123.151056,N
49.29787035,-123.1349864,N
49.29949964,-123.1338049,N
49.29221962,-123.1460125,N
49.303156,-123.156335,Y
49.292239,-123.147,N
49.29895138,-123.1206901,N
49.3015616,-123.134529,N
49.27590962,-123.0855772,N
49.274827,-123.086689,N
49.266893,-123.035669,N
49.278896,-123.13802,N
49.2228493,-123.0964822,N
49.269121,-123.134031,N
49.257356,-123.09859,Y
49.2296077,-123.070191,N
49.228371,-123.118266,N
49.251273,-123.163837,N
49.2749603,-123.093122,N
49.26051909,-123.0501348,Y
49.2394013,-123.129439,N
49.2386154,-123.129939,N
49.275112,-123.139769,N
49.27161297,-123.0667623,Y
49.281845,-123.110066,N
49.263048,-123.073108,N
49.28519,-123.128045,N
49.281987,-123.136052,N
49.266021,-123.205262,N
49.2668536,-123.2051612,N
49.215839,-123.113059,Y
49.278442,-123.073424,Y
49.2663411,-123.125914,N
49.257924,-123.041381,N
49.269566,-123.136177,N
49.2733345,-123.131579,N
49.2737142,-123.1527806,N
49.2730368,-123.098886,N
49.265329,-123.142081,Y
49.245762,-123.10102,N
49.237587,-123.127384,N
49.237446,-123.105647,N
49.2371952,-123.097283,Y
49.234752,-123.058912,N
49.26822777,-123.152706,N
49.219505,-123.106415,Y
49.2646599,-123.112967,N
49.2187548,-123.055044,N
49.262875,-123.105026,N
49.26423514,-123.1666474,N
49.262066,-123.065619,N
49.27924755,-123.1292321,N
49.28451988,-123.1395544,N
49.2678194,-123.0693907,Y
49.2867384,-123.136516,N
49.29067407,-123.1426469,N
49.2887857,-123.13969,N
49.28922483,-123.1385485,N
49.2365274,-123.084037,N
49.28977703,-123.1412866,N
49.29049866,-123.1402252,N
49.2173117,-123.139586,N
49.281542,-123.119937,N
49.281386,-123.097231,Y
49.280998,-123.054448,N
49.2610594,-123.100784,N
49.28571023,-123.1333368,N
49.282385,-123.140508,N
49.28306599,-123.1222905,Y
49.29345716,-123.13827,N
49.2775724,-123.087389,N
49.262294,-123.114544,N
49.281882,-123.133952,Y
49.229344,-123.127987,N
49.271936,-123.179475,N
49.205331,-123.031131,N
49.279672,-123.123513,N
49.271674,-123.167863,N
49.262628,-123.089225,N
